	Ngay	GiaDieuChinh	GiaDongCua	KhoiLuongKhopLenh	GiaTriKhopLenh
3524	2021-02-19	50.18	63.1	0	0
3525	2021-02-22	47.32	59.5	300	19000000
3526	2021-02-23	47.32	59.5	0	0
3527	2021-02-24	47.32	59.5	0	0
3528	2021-02-25	47.32	59.5	200	12000000
3529	2021-02-26	44.14	55.5	300	18000000
3530	2021-03-01	44.14	55.5	100	6000000
3531	2021-03-02	44.14	55.5	400	22000000
3532	2021-03-03	42.15	53.0	300	16000000
3533	2021-03-04	42.15	53.0	100	5000000
3534	2021-03-05	42.15	53.0	1500	80000000
3535	2021-03-08	42.15	53.0	0	0
3536	2021-03-09	42.15	53.0	0	0
3537	2021-03-10	42.15	53.0	15300	811000000
3538	2021-03-11	44.54	56.0	1500	84000000
3539	2021-03-12	44.54	56.0	100	6000000
3540	2021-03-15	46.13	58.0	1900	110000000
3541	2021-03-16	49.31	62.0	1200	74000000
3542	2021-03-17	49.31	62.0	1100	68000000
3543	2021-03-18	49.31	62.0	0	0
3544	2021-03-19	49.31	62.0	1000	62000000
3545	2021-03-22	49.39	62.1	5600	362000000
3546	2021-03-23	52.49	66.0	1000	66000000
3547	2021-03-24	49.31	62.0	2700	166000000
3548	2021-03-25	50.1	63.0	10200	633000000
3549	2021-03-26	53.6	67.4	4400	296000000
3550	2021-03-29	50.1	63.0	100	6000000
3551	2021-03-30	47.16	59.3	100	6000000
3552	2021-03-31	44.54	56.0	200	12000000
3553	2021-04-01	44.54	56.0	100	6000000
3554	2021-04-02	44.54	56.0	0	0
3555	2021-04-05	41.51	52.2	300	16000000
3556	2021-04-06	41.51	52.2	0	0
3557	2021-04-07	41.51	52.2	0	0
3558	2021-04-08	41.51	52.2	0	0
3559	2021-04-09	44.38	55.8	200	11000000
3560	2021-04-12	47.48	59.7	100	6000000
3561	2021-04-13	50.74	63.8	400	25000000
3562	2021-04-14	50.74	63.8	200	13000000
3563	2021-04-15	54.24	68.2	3600	246000000
3564	2021-04-16	54.4	68.4	3100	212000000
3565	2021-04-19	54.48	68.5	5000	343000000
3566	2021-04-20	54.48	68.5	1600	109000000
3567	2021-04-22	54.48	68.5	0	0
3568	2021-04-23	54.48	68.5	0	0
3569	2021-04-26	54.48	68.5	0	0
3570	2021-04-27	54.87	69.0	2300	165000000
3571	2021-04-28	54.87	69.0	0	0
3572	2021-04-29	55.67	70.0	300	21000000
3573	2021-05-04	55.67	70.0	0	0
3574	2021-05-05	55.67	70.0	0	0
3575	2021-05-06	55.67	70.0	0	0
3576	2021-05-07	55.67	70.0	2100	147000000
3577	2021-05-10	55.67	70.0	800	56000000
3578	2021-05-11	55.67	70.0	100	7000000
3579	2021-05-12	55.67	70.0	2000	140000000
3580	2021-05-13	55.67	70.0	0	0
3581	2021-05-14	55.67	70.0	0	0
3582	2021-05-17	55.67	70.0	0	0
3583	2021-05-18	55.67	70.0	1900	133000000
3584	2021-05-19	55.67	70.0	6300	441000000
3585	2021-05-20	55.67	70.0	0	0
3586	2021-05-21	55.67	70.0	0	0
3587	2021-05-24	55.67	70.0	0	0
3588	2021-05-25	55.67	70.0	0	0
3589	2021-05-26	54.87	69.0	500	35000000
3590	2021-05-27	54.87	69.0	3000	207000000
3591	2021-05-28	54.08	68.0	3000	204000000
3592	2021-05-31	50.9	64.0	3800	243000000
3593	2021-06-01	50.9	64.0	0	0
3594	2021-06-02	50.1	63.0	300	19000000
3595	2021-06-03	50.1	63.0	0	0
3596	2021-06-04	53.28	67.0	300	20000000
3597	2021-06-07	50.1	63.0	500	32000000
3598	2021-06-08	50.1	63.0	0	0
3599	2021-06-09	50.1	63.0	0	0
3600	2021-06-10	50.1	63.0	1300	82000000
3601	2021-06-11	50.1	63.0	0	0
3602	2021-06-14	50.1	63.0	0	0
3603	2021-06-15	50.1	63.0	600	38000000
3604	2021-06-16	46.92	59.0	100	6000000
3605	2021-06-17	46.92	59.0	0	0
3606	2021-06-18	50.18	63.1	100	6000000
3607	2021-06-21	50.18	63.1	0	0
3608	2021-06-22	50.18	63.1	0	0
3609	2021-06-23	50.18	63.1	0	0
3610	2021-06-24	50.18	63.1	0	0
3611	2021-06-25	50.18	63.1	0	0
3612	2021-06-28	50.18	63.1	0	0
3613	2021-06-29	49.31	62.0	2600	161000000
3614	2021-06-30	49.31	62.0	0	0
3615	2021-07-01	52.73	66.3	54500	3271000000
3616	2021-07-02	49.31	62.0	300	19000000
3617	2021-07-05	49.31	62.0	0	0
3618	2021-07-06	49.31	62.0	300	18000000
3619	2021-07-07	49.31	62.0	0	0
3620	2021-07-08	47.72	60.0	100	6000000
3621	2021-07-09	47.72	60.0	0	0
3622	2021-07-12	47.72	60.0	0	0
3623	2021-07-13	47.72	60.0	0	0
3624	2021-07-14	47.72	60.0	0	0
3625	2021-07-15	47.72	60.0	0	0
3626	2021-07-16	47.72	60.0	0	0
3627	2021-07-19	47.72	60.0	0	0
3628	2021-07-20	51.06	64.2	400	24000000
3629	2021-07-21	51.06	64.2	0	0
3630	2021-07-22	51.06	64.2	0	0
3631	2021-07-23	51.06	64.2	0	0
3632	2021-07-26	51.06	64.2	0	0
3633	2021-07-27	51.06	64.2	0	0
3634	2021-07-28	47.72	60.0	1500	90000000
3635	2021-07-29	47.72	60.0	0	0
3636	2021-07-30	47.72	60.0	0	0
3637	2021-08-02	47.72	60.0	0	0
3638	2021-08-03	47.72	60.0	0	0
3639	2021-08-04	47.72	60.0	0	0
3640	2021-08-05	47.72	60.0	0	0
3641	2021-08-06	47.72	60.0	0	0
3642	2021-08-09	47.72	60.0	0	0
3643	2021-08-10	47.72	60.0	0	0
3644	2021-08-11	47.72	60.0	0	0
3645	2021-08-12	47.72	60.0	0	0
3646	2021-08-13	47.72	60.0	0	0
3647	2021-08-16	47.72	60.0	500	30000000
3648	2021-08-17	47.72	60.0	0	0
3649	2021-08-18	47.64	59.9	200	11000000
3650	2021-08-19	46.92	59.0	300	17000000
3651	2021-08-20	46.92	59.0	0	0
3652	2021-08-23	46.92	59.0	0	0
3653	2021-08-24	46.92	59.0	0	0
3654	2021-08-25	46.84	58.9	100	5000000
3655	2021-08-26	50.1	63.0	100	6000000
3656	2021-08-27	50.1	63.0	300	18000000
3657	2021-08-30	50.1	63.0	0	0
3658	2021-08-31	53.44	67.2	300	18000000
3659	2021-09-01	53.44	67.2	0	0
3660	2021-09-06	53.44	67.2	0	0
3661	2021-09-07	53.44	67.2	0	0
3662	2021-09-08	53.44	67.2	0	0
3663	2021-09-09	53.44	67.2	0	0
3664	2021-09-10	53.44	67.2	0	0
3665	2021-09-13	53.44	67.2	0	0
3666	2021-09-14	53.44	67.2	0	0
3667	2021-09-15	53.44	67.2	0	0
3668	2021-09-16	53.44	67.2	0	0
3669	2021-09-17	53.44	67.2	0	0
3670	2021-09-20	53.44	67.2	0	0
3671	2021-09-21	49.7	62.5	200	12000000
3672	2021-09-22	52.97	66.6	300	18000000
3673	2021-09-23	49.31	62.0	200	12000000
3674	2021-09-24	52.73	66.3	600	35000000
3675	2021-09-27	52.65	66.2	200	13000000
3676	2021-09-28	52.65	66.2	0	0
3677	2021-09-29	48.99	61.6	100	6000000
3678	2021-09-30	52.33	65.8	100	6000000
3679	2021-10-01	48.67	61.2	8400	560000000
3680	2021-10-04	45.33	57.0	1700	96000000
3681	2021-10-05	42.47	53.4	100	5000000
3682	2021-10-06	42.55	53.5	200	10000000
3683	2021-10-07	45.49	57.2	300	16000000
3684	2021-10-08	48.67	61.2	100	6000000
3685	2021-10-11	48.67	61.2	0	0
3686	2021-10-12	45.33	57.0	100	5000000
3687	2021-10-13	48.35	60.8	900	51000000
3688	2021-10-14	46.13	58.0	3500	198000000
3689	2021-10-15	46.13	58.0	700	41000000
3690	2021-10-18	46.84	58.9	700	41000000
3691	2021-10-19	49.94	62.8	100	6000000
3692	2021-10-20	47.64	59.9	400	23000000
3693	2021-10-21	50.58	63.6	100	6000000
3694	2021-10-22	47.08	59.2	1500	88000000
3695	2021-10-25	43.82	55.1	12000	662000000
3696	2021-10-26	41.91	52.7	400	21000000
3697	2021-10-27	44.77	56.3	3900	214000000
3698	2021-10-28	43.74	55.0	2200	119000000
3699	2021-10-29	43.42	54.6	100	5000000
3700	2021-11-01	42.15	53.0	3000	156000000
3701	2021-11-02	43.66	54.9	2400	129000000
3702	2021-11-03	42.07	52.9	1300	71000000
3703	2021-11-04	41.83	52.6	1000	52000000
3704	2021-11-05	41.99	52.8	3800	197000000
3705	2021-11-08	41.04	51.6	3100	160000000
3706	2021-11-09	41.04	51.6	0	0
3707	2021-11-10	40.56	51.0	600	30000000
3708	2021-11-11	42.07	52.9	900	46000000
3709	2021-11-12	42.07	52.9	0	0
3710	2021-11-15	41.04	51.6	500	25000000
3711	2021-11-16	40.48	50.9	1100	56000000
3712	2021-11-17	40.16	50.5	400	20000000
3713	2021-11-18	41.67	52.4	700	36000000
3714	2021-11-19	41.67	52.4	3700	193000000
3715	2021-11-22	41.67	52.4	0	0
3716	2021-11-23	41.67	52.4	4900	256000000
3717	2021-11-24	41.67	52.4	300	15000000
3718	2021-11-25	42.15	53.0	1400	73000000
3719	2021-11-26	42.15	53.0	0	0
3720	2021-11-29	42.63	53.6	700	37000000
3721	2021-11-30	42.63	53.6	0	0
3722	2021-12-01	42.63	53.6	0	0
3723	2021-12-02	42.63	53.6	0	0
3724	2021-12-03	42.15	53.0	100	5000000
3725	2021-12-06	42.15	53.0	0	0
3726	2021-12-07	42.15	53.0	0	0
3727	2021-12-08	42.15	53.0	0	0
3728	2021-12-09	42.15	53.0	0	0
3729	2021-12-10	45.09	56.7	6100	337000000
3730	2021-12-13	45.09	56.7	0	0
3731	2021-12-14	45.09	56.7	0	0
3732	2021-12-15	45.09	56.7	0	0
3733	2021-12-16	45.09	56.7	0	0
3734	2021-12-17	45.09	56.7	0	0
3735	2021-12-20	43.34	54.5	100	5000000
3736	2021-12-21	46.13	58.0	1000	55000000
3737	2021-12-22	45.97	57.8	100	5000000
3738	2021-12-23	45.97	57.8	0	0
3739	2021-12-24	42.79	53.8	500	27000000
3740	2021-12-27	42.15	53.0	100	5000000
3741	2021-12-28	42.15	53.0	0	0
3742	2021-12-29	42.15	53.0	0	0
3743	2021-12-30	42.15	53.0	0	0
3744	2021-12-31	42.15	53.0	0	0
3745	2022-01-04	41.35	52.0	400	20000000
3746	2022-01-05	40.96	51.5	500	25000000
3747	2022-01-06	40.56	51.0	1200	61000000
3748	2022-01-07	40.56	51.0	800	40000000
3749	2022-01-10	40.56	51.0	0	0
3750	2022-01-11	40.56	51.0	600	30000000
3751	2022-01-12	40.56	51.0	0	0
3752	2022-01-13	40.64	51.1	500	26000000
3753	2022-01-14	40.64	51.1	0	0
3754	2022-01-17	40.64	51.1	200	10000000
3755	2022-01-18	40.64	51.1	300	15000000
3756	2022-01-19	40.64	51.1	0	0
3757	2022-01-20	40.64	51.1	0	0
3758	2022-01-21	40.64	51.1	100	5000000
3759	2022-01-24	43.26	54.4	100	5000000
3760	2022-01-25	43.26	54.4	0	0
3761	2022-01-26	43.26	54.4	0	0
3762	2022-01-27	43.26	54.4	0	0
3763	2022-01-28	43.26	54.4	0	0
3764	2022-02-07	43.74	55.0	1200	65000000
3765	2022-02-08	42.95	54.0	700	37000000
3766	2022-02-09	42.95	54.0	100	5000000
3767	2022-02-10	42.95	54.0	0	0
3768	2022-02-11	42.95	54.0	5200	280000000
3769	2022-02-14	42.95	54.0	0	0
3770	2022-02-15	42.95	54.0	0	0
3771	2022-02-16	42.95	54.0	0	0
3772	2022-02-17	42.15	53.0	200	10000000
3773	2022-02-18	42.15	53.0	100	5000000
3774	2022-02-21	42.15	53.0	0	0
3775	2022-02-22	42.15	53.0	0	0
3776	2022-02-23	42.15	53.0	0	0
3777	2022-02-24	42.15	53.0	500	26000000
3778	2022-02-25	43.58	54.8	200	10000000
3779	2022-02-28	43.58	54.8	0	0
3780	2022-03-01	44.46	55.9	500	27000000
3781	2022-03-02	45.25	56.9	100	5000000
3782	2022-03-03	45.25	56.9	0	0
3783	2022-03-04	44.54	56.0	8400	446000000
3784	2022-03-07	44.54	56.0	0	0
3785	2022-03-08	44.54	56.0	0	0
3786	2022-03-09	41.43	52.1	6000	313000000
3787	2022-03-10	41.43	52.1	100	5000000
3788	2022-03-11	41.43	52.1	100	5000000
3789	2022-03-14	41.43	52.1	700	36000000
3790	2022-03-15	41.43	52.1	100	5000000
3791	2022-03-16	41.43	52.1	300	15000000
3792	2022-03-17	41.43	52.1	100	5000000
3793	2022-03-18	41.43	52.1	0	0
3794	2022-03-21	41.43	52.1	0	0
3795	2022-03-22	41.35	52.0	200	10000000
3796	2022-03-23	42.55	53.5	400	21000000
3797	2022-03-24	42.55	53.5	0	0
3798	2022-03-25	41.99	52.8	2100	110000000
3799	2022-03-28	41.99	52.8	100	5000000
3800	2022-03-29	41.99	52.8	0	0
3801	2022-03-30	41.99	52.8	0	0
3802	2022-03-31	41.91	52.7	900	47000000
3803	2022-04-01	41.91	52.7	0	0
3804	2022-04-04	41.67	52.4	400	21000000
3805	2022-04-05	41.67	52.4	0	0
3806	2022-04-06	42.95	54.0	2800	151000000
3807	2022-04-07	42.95	54.0	2200	119000000
3808	2022-04-08	43.74	55.0	2800	152000000
3809	2022-04-12	43.18	54.3	200	10000000
3810	2022-04-13	43.18	54.3	0	0
3811	2022-04-14	43.34	54.5	400	21000000
3812	2022-04-15	43.34	54.5	200	10000000
3813	2022-04-18	42.95	54.0	200	10000000
3814	2022-04-19	41.75	52.5	4000	213000000
3815	2022-04-20	44.62	56.1	1000	56000000
3816	2022-04-21	44.62	56.1	0	0
3817	2022-04-22	42.15	53.0	3200	171000000
3818	2022-04-25	42.15	53.0	100	5000000
3819	2022-04-26	45.09	56.7	8100	419000000
3820	2022-04-27	45.09	56.7	0	0
3821	2022-04-28	45.09	56.7	0	0
3822	2022-04-29	45.09	56.7	0	0
3823	2022-05-04	42.15	53.0	1600	84000000
3824	2022-05-05	42.15	53.0	0	0
3825	2022-05-06	43.34	54.5	100	5000000
3826	2022-05-09	40.56	51.0	100	5000000
3827	2022-05-10	40.56	51.0	0	0
3828	2022-05-11	40.56	51.0	0	0
3829	2022-05-12	40.56	51.0	0	0
3830	2022-05-13	42.95	54.0	200	10000000
3831	2022-05-16	42.95	54.0	0	0
3832	2022-05-17	42.95	54.0	0	0
3833	2022-05-18	42.95	54.0	0	0
3834	2022-05-19	42.95	54.0	0	0
3835	2022-05-20	42.95	54.0	0	0
3836	2022-05-23	42.95	54.0	0	0
3837	2022-05-24	42.15	53.0	100	5000000
3838	2022-05-25	42.15	53.0	0	0
3839	2022-05-26	41.35	52.0	300	15000000
3840	2022-05-27	41.35	52.0	200	10000000
3841	2022-05-30	41.35	52.0	400	20000000
3842	2022-05-31	41.35	52.0	0	0
3843	2022-06-01	41.35	52.0	100	5000000
3844	2022-06-02	41.35	52.0	0	0
3845	2022-06-03	41.35	52.0	200	10000000
3846	2022-06-06	41.35	52.0	0	0
3847	2022-06-07	41.35	52.0	0	0
3848	2022-06-08	41.35	52.0	0	0
3849	2022-06-09	39.76	50.0	100	5000000
3850	2022-06-10	39.76	50.0	0	0
3851	2022-06-13	39.76	50.0	0	0
3852	2022-06-14	39.76	50.0	0	0
3853	2022-06-15	39.76	50.0	0	0
3854	2022-06-16	36.98	46.5	800	37000000
3855	2022-06-17	39.57	49.75	1000	49000000
3856	2022-06-20	39.57	49.75	100	4000000
3857	2022-06-21	42.31	53.2	700	37000000
3858	2022-06-22	39.37	49.5	300	14000000
3859	2022-06-23	40.96	51.5	500	24000000
3860	2022-06-24	42.95	54.0	400	20000000
3861	2022-06-27	42.95	54.0	900	48000000
3862	2022-06-28	45.65	57.4	400	22000000
3863	2022-06-29	45.73	57.5	800	45000000
3864	2022-06-30	44.54	56.0	4700	265000000
3865	2022-07-01	46.92	59.0	1300	73000000
3866	2022-07-04	46.13	58.0	500	29000000
3867	2022-07-05	46.13	58.0	900	49000000
3868	2022-07-06	44.54	56.0	1000	56000000
3869	2022-07-07	44.54	56.0	0	0
3870	2022-07-08	44.54	56.0	0	0
3871	2022-07-11	44.54	56.0	0	0
3872	2022-07-12	47.64	59.9	2000	118000000
3873	2022-07-13	47.64	59.9	0	0
3874	2022-07-14	47.64	59.9	0	0
3875	2022-07-15	45.33	57.0	400	22000000
3876	2022-07-18	45.33	57.0	1000	57000000
3877	2022-07-19	45.33	57.0	0	0
3878	2022-07-20	45.33	57.0	100	5000000
3879	2022-07-21	45.33	57.0	800	45000000
3880	2022-07-22	45.33	57.0	1000	57000000
3881	2022-07-25	45.33	57.0	500	28000000
3882	2022-07-26	45.33	57.0	1000	57000000
3883	2022-07-27	45.33	57.0	0	0
3884	2022-07-28	45.73	57.5	100	5000000
3885	2022-07-29	45.73	57.5	3000	172000000
3886	2022-08-01	45.73	57.5	100	5000000
3887	2022-08-02	45.73	57.5	0	0
3888	2022-08-03	45.33	57.0	1500	85000000
3889	2022-08-04	45.33	57.0	0	0
3890	2022-08-05	45.33	57.0	800	45000000
3891	2022-08-08	45.33	57.0	1000	57000000
3892	2022-08-09	45.33	57.0	1100	62000000
3893	2022-08-10	45.33	57.0	0	0
3894	2022-08-11	45.33	57.0	200	11000000
3895	2022-08-12	45.33	57.0	0	0
3896	2022-08-15	45.33	57.0	300	17000000
3897	2022-08-16	45.33	57.0	300	17000000
3898	2022-08-17	45.33	57.0	1700	96000000
3899	2022-08-18	45.33	57.0	0	0
3900	2022-08-19	45.33	57.0	4000	228000000
3901	2022-08-22	45.33	57.0	3100	175000000
3902	2022-08-23	45.33	57.0	15500	883000000
3903	2022-08-24	45.33	57.0	0	0
3904	2022-08-25	45.33	57.0	0	0
3905	2022-08-26	45.33	57.0	1500	85000000
3906	2022-08-29	45.33	57.0	0	0
3907	2022-08-30	45.33	57.0	0	0
3908	2022-08-31	45.33	57.0	3000	171000000
3909	2022-09-05	45.33	57.0	3300	188000000
3910	2022-09-06	45.33	57.0	0	0
3911	2022-09-07	45.33	57.0	0	0
3912	2022-09-08	45.33	57.0	0	0
3913	2022-09-09	45.33	57.0	0	0
3914	2022-09-12	45.73	57.5	500	28000000
3915	2022-09-13	45.33	57.0	3900	219000000
3916	2022-09-14	45.33	57.0	7400	421000000
3917	2022-09-15	45.33	57.0	4200	239000000
3918	2022-09-16	45.33	57.0	0	0
3919	2022-09-19	45.33	57.0	0	0
3920	2022-09-20	45.33	57.0	0	0
3921	2022-09-21	45.33	57.0	0	0
3922	2022-09-22	45.33	57.0	0	0
3923	2022-09-23	45.33	57.0	0	0
3924	2022-09-26	45.33	57.0	800	45000000
3925	2022-09-27	45.33	57.0	0	0
3926	2022-09-28	45.33	57.0	0	0
3927	2022-09-29	45.33	57.0	1000	57000000
3928	2022-09-30	45.33	57.0	0	0
3929	2022-10-03	45.33	57.0	0	0
3930	2022-10-04	45.33	57.0	5000	285000000
3931	2022-10-05	45.33	57.0	500	28000000
3932	2022-10-06	45.33	57.0	0	0
3933	2022-10-07	48.43	60.9	100	6000000
3934	2022-10-10	48.43	60.9	0	0
3935	2022-10-11	45.33	57.0	1000	57000000
3936	2022-10-12	45.33	57.0	1000	57000000
3937	2022-10-13	45.33	57.0	0	0
3938	2022-10-14	45.33	57.0	0	0
3939	2022-10-17	45.33	57.0	0	0
3940	2022-10-18	45.33	57.0	0	0
3941	2022-10-19	45.33	57.0	0	0
3942	2022-10-20	45.33	57.0	0	0
3943	2022-10-21	45.33	57.0	0	0
3944	2022-10-24	45.33	57.0	0	0
3945	2022-10-25	45.33	57.0	300	17000000
3946	2022-10-26	45.33	57.0	0	0
3947	2022-10-27	45.33	57.0	0	0
3948	2022-10-28	45.33	57.0	0	0
3949	2022-10-31	45.33	57.0	300	16000000
3950	2022-11-01	42.55	53.5	100	5000000
3951	2022-11-02	45.33	57.0	100	5000000
3952	2022-11-03	45.33	57.0	0	0
3953	2022-11-04	45.33	57.0	0	0
3954	2022-11-07	45.33	57.0	0	0
3955	2022-11-08	45.33	57.0	0	0
3956	2022-11-09	45.33	57.0	0	0
3957	2022-11-10	45.33	57.0	0	0
3958	2022-11-11	45.33	57.0	0	0
3959	2022-11-14	45.33	57.0	0	0
3960	2022-11-15	45.33	57.0	0	0
3961	2022-11-16	45.33	57.0	0	0
3962	2022-11-17	45.33	57.0	0	0
3963	2022-11-18	45.33	57.0	0	0
3964	2022-11-21	45.33	57.0	0	0
3965	2022-11-22	45.33	57.0	0	0
3966	2022-11-23	45.33	57.0	0	0
3967	2022-11-24	45.33	57.0	0	0
3968	2022-11-25	45.33	57.0	0	0
3969	2022-11-28	43.74	55.0	100	5000000
3970	2022-11-29	43.74	55.0	0	0
3971	2022-11-30	40.72	51.2	300	15000000
3972	2022-12-01	40.72	51.2	0	0
3973	2022-12-02	40.72	51.2	0	0
3974	2022-12-05	40.72	51.2	0	0
3975	2022-12-06	40.72	51.2	0	0
3976	2022-12-07	40.72	51.2	0	0
3977	2022-12-08	40.72	51.2	0	0
3978	2022-12-09	40.72	51.2	0	0
3979	2022-12-12	40.72	51.2	0	0
3980	2022-12-13	43.5	54.7	32000	1736000000
3981	2022-12-14	43.5	54.7	0	0
3982	2022-12-15	43.5	54.7	0	0
3983	2022-12-16	43.5	54.7	0	0
3984	2022-12-19	43.74	55.0	6100	335000000
3985	2022-12-20	43.74	55.0	0	0
3986	2022-12-21	43.74	55.0	0	0
3987	2022-12-22	43.74	55.0	0	0
3988	2022-12-23	43.74	55.0	0	0
3989	2022-12-26	43.74	55.0	0	0
3990	2022-12-27	43.74	55.0	0	0
3991	2022-12-28	43.74	55.0	0	0
3992	2022-12-29	43.74	55.0	0	0
3993	2022-12-30	43.74	55.0	0	0
3994	2023-01-03	43.74	55.0	0	0
3995	2023-01-04	43.74	55.0	0	0
3996	2023-01-05	43.74	55.0	0	0
3997	2023-01-06	43.74	55.0	0	0
3998	2023-01-09	43.74	55.0	0	0
3999	2023-01-10	43.74	55.0	0	0
4000	2023-01-11	43.74	55.0	0	0
4001	2023-01-12	43.74	55.0	0	0
4002	2023-01-13	43.74	55.0	0	0
4003	2023-01-16	43.74	55.0	0	0
4004	2023-01-17	43.74	55.0	0	0
4005	2023-01-18	43.74	55.0	0	0
4006	2023-01-19	43.74	55.0	0	0
4007	2023-01-27	43.74	55.0	0	0
4008	2023-01-30	43.74	55.0	0	0
4009	2023-01-31	43.74	55.0	300	16000000
4010	2023-02-01	43.74	55.0	0	0
4011	2023-02-02	43.74	55.0	0	0
4012	2023-02-03	43.74	55.0	0	0
4013	2023-02-06	43.74	55.0	0	0
4014	2023-02-07	42.95	54.0	500	26000000
4015	2023-02-08	42.95	54.0	0	0
4016	2023-02-09	42.95	54.0	200	10000000
4017	2023-02-10	42.95	54.0	0	0
4018	2023-02-13	42.95	54.0	439100	22087000000
4019	2023-02-14	42.95	54.0	561800	28258000000
4020	2023-02-15	42.95	54.0	0	0
4021	2023-02-16	42.39	53.3	100	5000000
4022	2023-02-17	41.35	52.0	800	41000000
4023	2023-02-20	39.76	50.0	100	5000000
4024	2023-02-21	42.15	53.0	100	5000000
4025	2023-02-22	42.47	53.4	500	25000000
4026	2023-02-23	42.39	53.3	400	21000000
4027	2023-02-24	45.33	57.0	6000	326000000
4028	2023-02-27	47.8	60.1	100	6000000
4029	2023-02-28	47.72	60.0	2300	133000000
4030	2023-03-01	44.46	55.9	200	11000000
4031	2023-03-02	44.46	55.9	0	0
4032	2023-03-03	46.92	59.0	100	5000000
4033	2023-03-06	44.54	56.0	1000	55000000
4034	2023-03-07	41.43	52.1	1300	69000000
4035	2023-03-08	44.3	55.7	3300	165000000
4036	2023-03-09	46.84	58.9	100	5000000
4037	2023-03-10	49.31	62.0	2900	174000000
4038	2023-03-13	46.52	58.5	200	11000000
4039	2023-03-14	46.52	58.5	0	0
4040	2023-03-15	43.42	54.6	200	10000000
4041	2023-03-16	46.13	58.0	1100	58000000
4042	2023-03-17	42.95	54.0	100	5000000
4043	2023-03-20	42.15	53.0	300	15000000
4044	2023-03-21	44.93	56.5	100	5000000
4045	2023-03-22	41.91	52.7	200	10000000
4046	2023-03-23	44.54	56.0	100	5000000
4047	2023-03-24	44.54	56.0	500	27000000
4048	2023-03-27	42.15	53.0	800	42000000
4049	2023-03-28	43.74	55.0	300	16000000
4050	2023-03-29	43.74	55.0	0	0
4051	2023-03-30	42.15	53.0	300	15000000
4052	2023-03-31	42.23	53.1	700	37000000
4053	2023-04-03	43.34	54.5	500	26000000
4054	2023-04-04	43.34	54.5	0	0
4055	2023-04-05	42.15	53.0	100	5000000
4056	2023-04-06	40.72	51.2	100	5000000
4057	2023-04-07	38.81	48.8	200	9000000
4058	2023-04-10	41.51	52.2	500	25000000
4059	2023-04-11	41.51	52.2	200	10000000
4060	2023-04-12	42.15	53.0	700	37000000
4061	2023-04-13	39.53	49.7	200	9000000
4062	2023-04-14	42.23	53.1	800	40000000
4063	2023-04-17	43.74	55.0	6700	335000000
4064	2023-04-18	43.74	55.0	0	0
4065	2023-04-19	40.96	51.5	900	47000000
4066	2023-04-20	42.95	54.0	600	30000000
4067	2023-04-21	43.74	55.0	300	15000000
4068	2023-04-24	43.74	55.0	300	15000000
4069	2023-04-25	43.74	55.0	0	0
4070	2023-04-26	43.74	55.0	0	0
4071	2023-04-27	43.18	54.3	100	5000000
4072	2023-04-28	43.18	54.3	0	0
4073	2023-05-04	43.18	54.3	0	0
4074	2023-05-05	43.74	55.0	500	26000000
4075	2023-05-08	43.74	55.0	0	0
4076	2023-05-09	43.74	55.0	0	0
4077	2023-05-10	43.74	55.0	400	21000000
4078	2023-05-11	42.95	54.0	200	10000000
4079	2023-05-12	43.74	55.0	100	5000000
4080	2023-05-15	43.74	55.0	1300	67000000
4081	2023-05-16	43.74	55.0	200	10000000
4082	2023-05-17	43.74	55.0	0	0
4083	2023-05-18	41.75	52.5	100	5000000
4084	2023-05-19	42.87	53.9	400	21000000
4085	2023-05-22	42.71	53.7	200	10000000
4086	2023-05-23	42.63	53.6	200	10000000
4087	2023-05-24	41.35	52.0	100	5000000
4088	2023-05-25	42.87	53.9	200	10000000
4089	2023-05-26	40.8	51.3	100	5000000
4090	2023-05-29	40.8	51.3	0	0
4091	2023-05-30	41.35	52.0	500	27000000
4092	2023-05-31	43.58	54.8	100	5000000
4093	2023-06-01	41.35	52.0	400	20000000
4094	2023-06-02	43.66	54.9	100	5000000
4095	2023-06-05	43.66	54.9	0	0
4096	2023-06-06	40.72	51.2	100	5000000
4097	2023-06-07	40.72	51.2	0	0
4098	2023-06-08	41.35	52.0	100	5000000
4099	2023-06-09	42.87	53.9	600	32000000
4100	2023-06-12	42.87	53.9	0	0
4101	2023-06-13	43.74	55.0	300	16000000
4102	2023-06-14	43.74	55.0	0	0
4103	2023-06-15	43.74	55.0	0	0
4104	2023-06-16	43.74	55.0	0	0
4105	2023-06-19	40.72	51.2	100	5000000
4106	2023-06-20	40.96	51.5	500	25000000
4107	2023-06-21	41.75	52.5	1200	63000000
4108	2023-06-22	42.55	53.5	700	36000000
4109	2023-06-23	43.5	54.7	400	21000000
4110	2023-06-26	43.5	54.7	0	0
4111	2023-06-27	43.5	54.7	0	0
4112	2023-06-28	40.56	51.0	100	5000000
4113	2023-06-29	40.56	51.0	300	15000000
4114	2023-06-30	40.56	51.0	0	0
4115	2023-07-03	40.56	51.0	200	10000000
4116	2023-07-04	40.56	51.0	1000	51000000
4117	2023-07-05	40.56	51.0	600	30000000
4118	2023-07-06	40.56	51.0	0	0
4119	2023-07-07	40.56	51.0	0	0
4120	2023-07-10	40.56	51.0	0	0
4121	2023-07-11	40.56	51.0	0	0
4122	2023-07-12	40.56	51.0	0	0
4123	2023-07-13	37.86	47.6	100	4000000
